B_COUNTRY_,FIPS_ADMIN_banding,E_COUNTRY_,FIPS_ADMIN_Recov,Group_spec,Total
US,US46,US,US40,"Ducks, geese, and swans (Anatidae)",675
US,US46,US,US40,Grebes (Podicipedidae),1
US,US46,US,US40,"Gulls, terns, and allies (Laridae)",5
US,US46,US,US40,Pelicans (Pelecanidae),4
US,US46,US,US41,"Ducks, geese, and swans (Anatidae)",12
US,US46,US,US42,"Ducks, geese, and swans (Anatidae)",12
US,US46,US,US44,"Ducks, geese, and swans (Anatidae)",1
US,US46,US,US45,Cormorants and shags (Phalacrocoracidae),1
US,US46,US,US45,"Ducks, geese, and swans (Anatidae)",33
US,US46,US,US46,Cormorants and shags (Phalacrocoracidae),62
US,US46,US,US46,"Ducks, geese, and swans (Anatidae)",2770
US,US46,US,US46,"Gulls, terns, and allies (Laridae)",18
US,US46,US,US46,Pelicans (Pelecanidae),62
US,US46,US,US47,Cormorants and shags (Phalacrocoracidae),6
US,US46,US,US47,"Ducks, geese, and swans (Anatidae)",346
US,US46,US,US48,Cormorants and shags (Phalacrocoracidae),21
US,US46,US,US48,"Ducks, geese, and swans (Anatidae)",627
US,US46,US,US48,"Gulls, terns, and allies (Laridae)",6
US,US46,US,US48,Pelicans (Pelecanidae),5
US,US46,US,US49,"Ducks, geese, and swans (Anatidae)",11
US,US46,US,US50,"Ducks, geese, and swans (Anatidae)",5290
US,US46,US,US51,"Ducks, geese, and swans (Anatidae)",28
US,US46,US,US53,"Ducks, geese, and swans (Anatidae)",26
US,US46,US,US55,"Ducks, geese, and swans (Anatidae)",223
US,US46,US,US56,"Ducks, geese, and swans (Anatidae)",43
US,US47,CA,CA01,"Ducks, geese, and swans (Anatidae)",62
US,US47,CA,CA02,"Ducks, geese, and swans (Anatidae)",3
US,US47,CA,CA03,"Ducks, geese, and swans (Anatidae)",276
US,US47,CA,CA04,"Ducks, geese, and swans (Anatidae)",2
US,US47,CA,CA05,"Ducks, geese, and swans (Anatidae)",1
US,US47,CA,CA07,"Ducks, geese, and swans (Anatidae)",2
US,US47,CA,CA08,"Ducks, geese, and swans (Anatidae)",660
US,US47,CA,CA10,"Ducks, geese, and swans (Anatidae)",55
US,US47,CA,CA11,"Ducks, geese, and swans (Anatidae)",251
US,US47,CA,CA13,"Ducks, geese, and swans (Anatidae)",4
US,US47,GH,GH09,"Ducks, geese, and swans (Anatidae)",8
US,US47,TP,TP02,"Ducks, geese, and swans (Anatidae)",106
US,US47,US,US01,"Ducks, geese, and swans (Anatidae)",511
US,US47,US,US02,"Ducks, geese, and swans (Anatidae)",5
US,US47,US,US04,"Ducks, geese, and swans (Anatidae)",2
US,US47,US,US05,"Ducks, geese, and swans (Anatidae)",581
US,US47,US,US06,"Ducks, geese, and swans (Anatidae)",1
US,US47,US,US08,"Ducks, geese, and swans (Anatidae)",5
US,US47,US,US09,"Ducks, geese, and swans (Anatidae)",1
US,US47,US,US10,"Ducks, geese, and swans (Anatidae)",11
US,US47,US,US12,"Ducks, geese, and swans (Anatidae)",60
US,US47,US,US13,"Ducks, geese, and swans (Anatidae)",281
US,US47,US,US16,"Ducks, geese, and swans (Anatidae)",1
US,US47,US,US17,"Ducks, geese, and swans (Anatidae)",652
US,US47,US,US18,"Ducks, geese, and swans (Anatidae)",235
US,US47,US,US19,"Ducks, geese, and swans (Anatidae)",202
US,US47,US,US20,"Ducks, geese, and swans (Anatidae)",21
US,US47,US,US21,"Ducks, geese, and swans (Anatidae)",341
US,US47,US,US22,"Ducks, geese, and swans (Anatidae)",164
US,US47,US,US23,"Ducks, geese, and swans (Anatidae)",4
US,US47,US,US24,"Ducks, geese, and swans (Anatidae)",25
US,US47,US,US25,"Ducks, geese, and swans (Anatidae)",5
US,US47,US,US26,"Ducks, geese, and swans (Anatidae)",620
US,US47,US,US27,"Ducks, geese, and swans (Anatidae)",613
US,US47,US,US28,"Ducks, geese, and swans (Anatidae)",742
US,US47,US,US29,"Ducks, geese, and swans (Anatidae)",206
US,US47,US,US30,"Ducks, geese, and swans (Anatidae)",5
US,US47,US,US31,"Ducks, geese, and swans (Anatidae)",28
US,US47,US,US33,"Ducks, geese, and swans (Anatidae)",5
US,US47,US,US34,"Ducks, geese, and swans (Anatidae)",19
US,US47,US,US36,"Ducks, geese, and swans (Anatidae)",92
US,US47,US,US37,"Ducks, geese, and swans (Anatidae)",117
US,US47,US,US38,"Ducks, geese, and swans (Anatidae)",244
US,US47,US,US39,"Ducks, geese, and swans (Anatidae)",249
US,US47,US,US40,"Ducks, geese, and swans (Anatidae)",21
US,US47,US,US41,"Ducks, geese, and swans (Anatidae)",1
US,US47,US,US42,"Ducks, geese, and swans (Anatidae)",42
US,US47,US,US45,"Ducks, geese, and swans (Anatidae)",170
US,US47,US,US46,"Ducks, geese, and swans (Anatidae)",100
US,US47,US,US47,"Ducks, geese, and swans (Anatidae)",5771
US,US47,US,US47,"Gulls, terns, and allies (Laridae)",1
US,US47,US,US48,"Ducks, geese, and swans (Anatidae)",16
US,US47,US,US50,"Ducks, geese, and swans (Anatidae)",4015
US,US47,US,US51,"Ducks, geese, and swans (Anatidae)",69
US,US47,US,US53,"Ducks, geese, and swans (Anatidae)",1
US,US47,US,US54,"Ducks, geese, and swans (Anatidae)",14
US,US47,US,US55,"Ducks, geese, and swans (Anatidae)",711
US,US47,US,US56,"Ducks, geese, and swans (Anatidae)",1
US,US48,00,GH09,"Gulls, terns, and allies (Laridae)",4
US,US48,94,FP,"Gulls, terns, and allies (Laridae)",1
US,US48,94,GH09,"Gulls, terns, and allies (Laridae)",1
US,US48,94,GT06,"Gulls, terns, and allies (Laridae)",1
US,US48,94,GT17,"Gulls, terns, and allies (Laridae)",1
US,US48,94,MX30,"Gulls, terns, and allies (Laridae)",1
US,US48,96,CI,"Gulls, terns, and allies (Laridae)",1
US,US48,BH,BH01,"Gulls, terns, and allies (Laridae)",1
US,US48,CA,CA01,"Ducks, geese, and swans (Anatidae)",13
US,US48,CA,CA03,"Ducks, geese, and swans (Anatidae)",21
US,US48,CA,CA05,Herons (Ardeidae),1
US,US48,CA,CA08,"Ducks, geese, and swans (Anatidae)",7
US,US48,CA,CA11,"Ducks, geese, and swans (Anatidae)",16
US,US48,CA,CA14,Sandpipers and Charadriidae,1
US,US48,CO,CO09,"Gulls, terns, and allies (Laridae)",1
US,US48,CO,CO11,"Gulls, terns, and allies (Laridae)",1
US,US48,CO,CO20,"Gulls, terns, and allies (Laridae)",1
US,US48,CO,CO29,"Gulls, terns, and allies (Laridae)",1
US,US48,CS,CS03,"Gulls, terns, and allies (Laridae)",1
US,US48,CS,CS07,"Gulls, terns, and allies (Laridae)",8
US,US48,CS,GH09,"Gulls, terns, and allies (Laridae)",1
US,US48,CU,CU02,"Gulls, terns, and allies (Laridae)",1
US,US48,CU,CU11,Herons (Ardeidae),1
US,US48,CU,CU13,Herons (Ardeidae),1
US,US48,DR,DR10,Herons (Ardeidae),1
US,US48,DR,DR15,Herons (Ardeidae),1
US,US48,DR,DR32,Herons (Ardeidae),1
US,US48,EC,EC10,"Gulls, terns, and allies (Laridae)",1
US,US48,ES,ES01,"Gulls, terns, and allies (Laridae)",1
US,US48,ES,ES05,"Gulls, terns, and allies (Laridae)",1
US,US48,ES,ES06,"Gulls, terns, and allies (Laridae)",1
US,US48,ES,ES07,"Gulls, terns, and allies (Laridae)",3
US,US48,ES,ES12,"Gulls, terns, and allies (Laridae)",1
US,US48,ES,ES13,"Gulls, terns, and allies (Laridae)",1
US,US48,ES,GH09,"Gulls, terns, and allies (Laridae)",1
US,US48,GH,GH09,"Ducks, geese, and swans (Anatidae)",4
US,US48,GT,GH09,"Gulls, terns, and allies (Laridae)",5
US,US48,GT,GT02,"Gulls, terns, and allies (Laridae)",1
US,US48,GT,GT06,"Gulls, terns, and allies (Laridae)",10
US,US48,GT,GT09,"Gulls, terns, and allies (Laridae)",3
US,US48,GT,GT15,"Gulls, terns, and allies (Laridae)",17
US,US48,GT,GT17,"Gulls, terns, and allies (Laridae)",1
US,US48,GT,GT20,"Gulls, terns, and allies (Laridae)",3
US,US48,GT,MX05,"Gulls, terns, and allies (Laridae)",1
US,US48,HO,GH09,"Gulls, terns, and allies (Laridae)",1
US,US48,HO,HO02,"Gulls, terns, and allies (Laridae)",1
US,US48,HO,HO09,Herons (Ardeidae),1
US,US48,MX,GH09,"Gulls, terns, and allies (Laridae)",1
US,US48,MX,MX04,"Gulls, terns, and allies (Laridae)",2
US,US48,MX,MX05,"Gulls, terns, and allies (Laridae)",4
US,US48,MX,MX07,"Ducks, geese, and swans (Anatidae)",1
US,US48,MX,MX08,"Gulls, terns, and allies (Laridae)",3
US,US48,MX,MX10,"Gulls, terns, and allies (Laridae)",1
US,US48,MX,MX11,"Gulls, terns, and allies (Laridae)",3
US,US48,MX,MX12,"Ducks, geese, and swans (Anatidae)",1
US,US48,MX,MX12,"Gulls, terns, and allies (Laridae)",15
US,US48,MX,MX13,"Gulls, terns, and allies (Laridae)",1
US,US48,MX,MX14,"Ducks, geese, and swans (Anatidae)",1
US,US48,MX,MX14,"Gulls, terns, and allies (Laridae)",3
US,US48,MX,MX16,"Gulls, terns, and allies (Laridae)",6
US,US48,MX,MX18,"Gulls, terns, and allies (Laridae)",3
US,US48,MX,MX20,"Ducks, geese, and swans (Anatidae)",2
US,US48,MX,MX20,"Gulls, terns, and allies (Laridae)",9
US,US48,MX,MX24,"Ducks, geese, and swans (Anatidae)",1
US,US48,MX,MX25,"Ducks, geese, and swans (Anatidae)",1
US,US48,MX,MX25,"Gulls, terns, and allies (Laridae)",2
US,US48,MX,MX26,"Ducks, geese, and swans (Anatidae)",3
US,US48,MX,MX27,Herons (Ardeidae),1
US,US48,MX,MX28,"Ducks, geese, and swans (Anatidae)",13
US,US48,MX,MX28,"Gulls, terns, and allies (Laridae)",2
US,US48,MX,MX28,Herons (Ardeidae),1
US,US48,MX,MX30,"Ducks, geese, and swans (Anatidae)",3
US,US48,MX,MX30,"Gulls, terns, and allies (Laridae)",4
US,US48,MX,MX30,Herons (Ardeidae),1
US,US48,MX,MX32,"Ducks, geese, and swans (Anatidae)",1
US,US48,NU,NU08,"Gulls, terns, and allies (Laridae)",1
US,US48,NU,NU10,"Gulls, terns, and allies (Laridae)",1
US,US48,PM,PM02,"Gulls, terns, and allies (Laridae)",1
US,US48,PM,PM07,"Gulls, terns, and allies (Laridae)",3
US,US48,PM,PM08,"Gulls, terns, and allies (Laridae)",2
US,US48,PM,PM10,"Gulls, terns, and allies (Laridae)",1
US,US48,TP,TP02,"Ducks, geese, and swans (Anatidae)",3
US,US48,US,US01,"Ducks, geese, and swans (Anatidae)",3
US,US48,US,US02,"Coots, cranes, and rails",4
US,US48,US,US02,"Ducks, geese, and swans (Anatidae)",29
US,US48,US,US04,"Ducks, geese, and swans (Anatidae)",2
US,US48,US,US05,"Ducks, geese, and swans (Anatidae)",2
US,US48,US,US05,Herons (Ardeidae),1
US,US48,US,US06,"Ducks, geese, and swans (Anatidae)",8
US,US48,US,US06,Herons (Ardeidae),3
US,US48,US,US06,Sandpipers and Charadriidae,3
US,US48,US,US08,"Ducks, geese, and swans (Anatidae)",9
US,US48,US,US09,"Ducks, geese, and swans (Anatidae)",1
US,US48,US,US10,Herons (Ardeidae),1
US,US48,US,US10,Sandpipers and Charadriidae,1
US,US48,US,US12,"Ducks, geese, and swans (Anatidae)",4
US,US48,US,US12,"Gulls, terns, and allies (Laridae)",3
US,US48,US,US12,Herons (Ardeidae),2
US,US48,US,US13,"Ducks, geese, and swans (Anatidae)",1
US,US48,US,US13,Herons (Ardeidae),1
US,US48,US,US16,"Ducks, geese, and swans (Anatidae)",2
US,US48,US,US17,"Ducks, geese, and swans (Anatidae)",5
US,US48,US,US17,Herons (Ardeidae),1
US,US48,US,US17,Sandpipers and Charadriidae,2
US,US48,US,US19,"Ducks, geese, and swans (Anatidae)",7
US,US48,US,US20,"Ducks, geese, and swans (Anatidae)",34
US,US48,US,US20,Sandpipers and Charadriidae,1
US,US48,US,US22,"Ducks, geese, and swans (Anatidae)",32
US,US48,US,US22,"Gulls, terns, and allies (Laridae)",16
US,US48,US,US22,Sandpipers and Charadriidae,4
US,US48,US,US24,"Ducks, geese, and swans (Anatidae)",1
US,US48,US,US24,Herons (Ardeidae),1
US,US48,US,US26,"Ducks, geese, and swans (Anatidae)",4
US,US48,US,US27,"Ducks, geese, and swans (Anatidae)",34
US,US48,US,US27,Herons (Ardeidae),1
US,US48,US,US28,Herons (Ardeidae),2
US,US48,US,US29,"Ducks, geese, and swans (Anatidae)",5
US,US48,US,US29,Herons (Ardeidae),2
US,US48,US,US30,"Ducks, geese, and swans (Anatidae)",5
US,US48,US,US31,"Ducks, geese, and swans (Anatidae)",10
US,US48,US,US32,"Ducks, geese, and swans (Anatidae)",7
US,US48,US,US34,Herons (Ardeidae),4
US,US48,US,US35,"Ducks, geese, and swans (Anatidae)",1
US,US48,US,US36,"Ducks, geese, and swans (Anatidae)",16
US,US48,US,US36,Sandpipers and Charadriidae,1
US,US48,US,US37,"Ducks, geese, and swans (Anatidae)",2
US,US48,US,US37,Herons (Ardeidae),1
US,US48,US,US37,Sandpipers and Charadriidae,1
US,US48,US,US38,"Ducks, geese, and swans (Anatidae)",19
US,US48,US,US39,"Ducks, geese, and swans (Anatidae)",1
US,US48,US,US39,Herons (Ardeidae),1
US,US48,US,US40,"Ducks, geese, and swans (Anatidae)",20
US,US48,US,US40,Herons (Ardeidae),2
US,US48,US,US41,"Ducks, geese, and swans (Anatidae)",2
US,US48,US,US44,Herons (Ardeidae),1
US,US48,US,US45,Herons (Ardeidae),2
US,US48,US,US46,"Ducks, geese, and swans (Anatidae)",22
US,US48,US,US48,"Ducks, geese, and swans (Anatidae)",194
US,US48,US,US48,Grebes (Podicipedidae),1
US,US48,US,US48,"Gulls, terns, and allies (Laridae)",142
US,US48,US,US48,Herons (Ardeidae),11
US,US48,US,US48,Sandpipers and Charadriidae,6
US,US48,US,US49,"Ducks, geese, and swans (Anatidae)",11
US,US48,US,US51,"Ducks, geese, and swans (Anatidae)",1
US,US48,US,US53,"Ducks, geese, and swans (Anatidae)",2
US,US48,US,US55,"Ducks, geese, and swans (Anatidae)",8
US,US48,US,US55,Sandpipers and Charadriidae,1
US,US48,US,US56,"Ducks, geese, and swans (Anatidae)",3
US,US48,VE,VE17,Sandpipers and Charadriidae,1
US,US49,CA,CA01,"Ducks, geese, and swans (Anatidae)",36
US,US49,CA,CA02,"Ducks, geese, and swans (Anatidae)",4
US,US49,CA,CA03,"Ducks, geese, and swans (Anatidae)",4
US,US49,CA,CA08,"Ducks, geese, and swans (Anatidae)",3
US,US49,CA,CA11,"Ducks, geese, and swans (Anatidae)",25
US,US49,CA,CA11,Pelicans (Pelecanidae),1
US,US49,CA,CA13,"Ducks, geese, and swans (Anatidae)",1
US,US49,GH,GH09,"Ducks, geese, and swans (Anatidae)",2
US,US49,MX,MX01,"Ducks, geese, and swans (Anatidae)",1
US,US49,MX,MX02,"Ducks, geese, and swans (Anatidae)",26
US,US49,MX,MX03,"Ducks, geese, and swans (Anatidae)",6
US,US49,MX,MX06,"Ducks, geese, and swans (Anatidae)",19
US,US49,MX,MX06,Pelicans (Pelecanidae),1
US,US49,MX,MX07,"Ducks, geese, and swans (Anatidae)",4
US,US49,MX,MX08,"Ducks, geese, and swans (Anatidae)",1
US,US49,MX,MX09,Pelicans (Pelecanidae),1
US,US49,MX,MX10,"Ducks, geese, and swans (Anatidae)",3
US,US49,MX,MX11,"Ducks, geese, and swans (Anatidae)",3
US,US49,MX,MX12,Pelicans (Pelecanidae),2
US,US49,MX,MX13,"Ducks, geese, and swans (Anatidae)",1
US,US49,MX,MX14,"Ducks, geese, and swans (Anatidae)",6
US,US49,MX,MX14,Pelicans (Pelecanidae),2
US,US49,MX,MX15,"Ducks, geese, and swans (Anatidae)",2
US,US49,MX,MX16,"Ducks, geese, and swans (Anatidae)",4
US,US49,MX,MX16,Pelicans (Pelecanidae),1
US,US49,MX,MX18,"Ducks, geese, and swans (Anatidae)",7
US,US49,MX,MX18,Pelicans (Pelecanidae),1
US,US49,MX,MX19,"Ducks, geese, and swans (Anatidae)",1
US,US49,MX,MX21,"Ducks, geese, and swans (Anatidae)",1
US,US49,MX,MX22,"Ducks, geese, and swans (Anatidae)",2
US,US49,MX,MX24,"Ducks, geese, and swans (Anatidae)",1
US,US49,MX,MX25,"Ducks, geese, and swans (Anatidae)",57
US,US49,MX,MX25,Pelicans (Pelecanidae),9
US,US49,MX,MX26,"Ducks, geese, and swans (Anatidae)",63
US,US49,MX,MX26,Grebes (Podicipedidae),1
US,US49,MX,MX26,Pelicans (Pelecanidae),3
US,US49,MX,MX28,"Ducks, geese, and swans (Anatidae)",20
US,US49,MX,MX30,"Ducks, geese, and swans (Anatidae)",2
US,US49,MX,MX30,Pelicans (Pelecanidae),1
US,US49,MX,MX32,"Ducks, geese, and swans (Anatidae)",1
US,US49,PE,PE20,"Gulls, terns, and allies (Laridae)",1
US,US49,RS,RS,"Ducks, geese, and swans (Anatidae)",5
US,US49,TP,TP02,"Ducks, geese, and swans (Anatidae)",35
US,US49,US,US01,"Ducks, geese, and swans (Anatidae)",1
US,US49,US,US02,"Ducks, geese, and swans (Anatidae)",33
US,US49,US,US04,Cormorants and shags (Phalacrocoracidae),2
US,US49,US,US04,"Ducks, geese, and swans (Anatidae)",165
US,US49,US,US04,Pelicans (Pelecanidae),23
US,US49,US,US05,"Ducks, geese, and swans (Anatidae)",5
US,US49,US,US06,Cormorants and shags (Phalacrocoracidae),1
US,US49,US,US06,"Ducks, geese, and swans (Anatidae)",689
US,US49,US,US06,Sandpipers and Charadriidae,2
US,US49,US,US06,Pelicans (Pelecanidae),47
US,US49,US,US08,"Ducks, geese, and swans (Anatidae)",137
US,US49,US,US08,Pelicans (Pelecanidae),10
US,US49,US,US16,"Ducks, geese, and swans (Anatidae)",274
US,US49,US,US16,Pelicans (Pelecanidae),17
US,US49,US,US17,"Ducks, geese, and swans (Anatidae)",6
US,US49,US,US18,"Ducks, geese, and swans (Anatidae)",1
US,US49,US,US19,"Ducks, geese, and swans (Anatidae)",3
US,US49,US,US20,"Ducks, geese, and swans (Anatidae)",25
US,US49,US,US22,"Ducks, geese, and swans (Anatidae)",11
US,US49,US,US24,"Ducks, geese, and swans (Anatidae)",2
US,US49,US,US26,"Ducks, geese, and swans (Anatidae)",5
US,US49,US,US27,"Ducks, geese, and swans (Anatidae)",23
US,US49,US,US28,"Ducks, geese, and swans (Anatidae)",4
US,US49,US,US29,"Ducks, geese, and swans (Anatidae)",4
US,US49,US,US30,"Ducks, geese, and swans (Anatidae)",51
US,US49,US,US31,"Ducks, geese, and swans (Anatidae)",31
US,US49,US,US32,"Ducks, geese, and swans (Anatidae)",137
US,US49,US,US32,Pelicans (Pelecanidae),6
US,US49,US,US35,"Ducks, geese, and swans (Anatidae)",69
US,US49,US,US36,"Ducks, geese, and swans (Anatidae)",2
US,US49,US,US37,"Ducks, geese, and swans (Anatidae)",1
US,US49,US,US38,"Ducks, geese, and swans (Anatidae)",12
US,US49,US,US39,"Ducks, geese, and swans (Anatidae)",3
US,US49,US,US40,"Ducks, geese, and swans (Anatidae)",22
US,US49,US,US41,"Ducks, geese, and swans (Anatidae)",30
US,US49,US,US45,"Ducks, geese, and swans (Anatidae)",1
US,US49,US,US46,"Ducks, geese, and swans (Anatidae)",20
US,US49,US,US47,"Ducks, geese, and swans (Anatidae)",3
US,US49,US,US48,"Ducks, geese, and swans (Anatidae)",229
US,US49,US,US48,Pelicans (Pelecanidae),7
US,US49,US,US49,Cormorants and shags (Phalacrocoracidae),5
US,US49,US,US49,"Ducks, geese, and swans (Anatidae)",3168
US,US49,US,US49,Grebes (Podicipedidae),2
US,US49,US,US49,"Gulls, terns, and allies (Laridae)",2
US,US49,US,US49,Pelicans (Pelecanidae),108
US,US49,US,US50,"Ducks, geese, and swans (Anatidae)",997
US,US49,US,US51,"Ducks, geese, and swans (Anatidae)",1
US,US49,US,US53,"Ducks, geese, and swans (Anatidae)",18
US,US49,US,US55,"Ducks, geese, and swans (Anatidae)",6
US,US49,US,US56,"Ducks, geese, and swans (Anatidae)",86
US,US49,US,US56,Pelicans (Pelecanidae),1
US,US50,CA,CA03,"Ducks, geese, and swans (Anatidae)",9
US,US50,CA,CA04,"Ducks, geese, and swans (Anatidae)",6
US,US50,CA,CA04,"Gulls, terns, and allies (Laridae)",3
US,US50,CA,CA05,"Ducks, geese, and swans (Anatidae)",7
US,US50,CA,CA07,"Ducks, geese, and swans (Anatidae)",4
US,US50,CA,CA07,"Gulls, terns, and allies (Laridae)",2
US,US50,CA,CA08,Cormorants and shags (Phalacrocoracidae),1
US,US50,CA,CA08,"Ducks, geese, and swans (Anatidae)",80
US,US50,CA,CA08,"Gulls, terns, and allies (Laridae)",1
US,US50,CA,CA09,"Ducks, geese, and swans (Anatidae)",2
US,US50,CA,CA10,Cormorants and shags (Phalacrocoracidae),2
US,US50,CA,CA10,"Ducks, geese, and swans (Anatidae)",641
US,US50,CA,CA10,"Gulls, terns, and allies (Laridae)",29
US,US50,CA,CA11,"Ducks, geese, and swans (Anatidae)",1
US,US50,CA,CA13,"Ducks, geese, and swans (Anatidae)",1
US,US50,CA,CA14,"Ducks, geese, and swans (Anatidae)",1
US,US50,GH,GH09,"Ducks, geese, and swans (Anatidae)",5
US,US50,TP,TP02,"Ducks, geese, and swans (Anatidae)",20
US,US50,US,US01,"Ducks, geese, and swans (Anatidae)",48
US,US50,US,US05,"Ducks, geese, and swans (Anatidae)",26
US,US50,US,US06,"Ducks, geese, and swans (Anatidae)",1
US,US50,US,US06,Sandpipers and Charadriidae,1
US,US50,US,US09,"Ducks, geese, and swans (Anatidae)",71
US,US50,US,US09,"Gulls, terns, and allies (Laridae)",1
US,US50,US,US10,"Ducks, geese, and swans (Anatidae)",175
US,US50,US,US12,Cormorants and shags (Phalacrocoracidae),1
US,US50,US,US12,"Ducks, geese, and swans (Anatidae)",3
US,US50,US,US12,"Gulls, terns, and allies (Laridae)",3
US,US50,US,US13,Cormorants and shags (Phalacrocoracidae),1
US,US50,US,US13,"Ducks, geese, and swans (Anatidae)",183
US,US50,US,US17,"Ducks, geese, and swans (Anatidae)",16
US,US50,US,US18,"Ducks, geese, and swans (Anatidae)",7
US,US50,US,US19,"Ducks, geese, and swans (Anatidae)",2
US,US50,US,US21,"Ducks, geese, and swans (Anatidae)",10
US,US50,US,US22,"Ducks, geese, and swans (Anatidae)",2
US,US50,US,US23,"Ducks, geese, and swans (Anatidae)",41
US,US50,US,US24,"Ducks, geese, and swans (Anatidae)",233
US,US50,US,US25,"Ducks, geese, and swans (Anatidae)",44
US,US50,US,US26,"Ducks, geese, and swans (Anatidae)",25
US,US50,US,US26,"Gulls, terns, and allies (Laridae)",1
US,US50,US,US27,"Ducks, geese, and swans (Anatidae)",20
US,US50,US,US28,"Ducks, geese, and swans (Anatidae)",26
US,US50,US,US29,"Ducks, geese, and swans (Anatidae)",3
US,US50,US,US33,"Ducks, geese, and swans (Anatidae)",47
US,US50,US,US34,"Ducks, geese, and swans (Anatidae)",306
US,US50,US,US34,"Gulls, terns, and allies (Laridae)",2
US,US50,US,US36,Cormorants and shags (Phalacrocoracidae),5
US,US50,US,US36,"Ducks, geese, and swans (Anatidae)",782
US,US50,US,US36,"Gulls, terns, and allies (Laridae)",15
US,US50,US,US37,Cormorants and shags (Phalacrocoracidae),2
US,US50,US,US37,"Ducks, geese, and swans (Anatidae)",373
US,US50,US,US37,Grebes (Podicipedidae),1
US,US50,US,US37,"Gulls, terns, and allies (Laridae)",3
US,US50,US,US38,"Ducks, geese, and swans (Anatidae)",2
US,US50,US,US39,"Ducks, geese, and swans (Anatidae)",24
US,US50,US,US42,"Ducks, geese, and swans (Anatidae)",141
US,US50,US,US44,"Ducks, geese, and swans (Anatidae)",17
US,US50,US,US44,"Gulls, terns, and allies (Laridae)",1
US,US50,US,US45,"Ducks, geese, and swans (Anatidae)",301
US,US50,US,US45,"Gulls, terns, and allies (Laridae)",3
US,US50,US,US46,"Ducks, geese, and swans (Anatidae)",4
US,US50,US,US47,"Ducks, geese, and swans (Anatidae)",27
US,US50,US,US50,Cormorants and shags (Phalacrocoracidae),1
US,US50,US,US50,"Ducks, geese, and swans (Anatidae)",4591
US,US50,US,US50,"Gulls, terns, and allies (Laridae)",16
US,US50,US,US51,Cormorants and shags (Phalacrocoracidae),1
US,US50,US,US51,"Ducks, geese, and swans (Anatidae)",234
US,US50,US,US53,"Ducks, geese, and swans (Anatidae)",1
US,US50,US,US54,"Ducks, geese, and swans (Anatidae)",2
US,US50,US,US55,"Ducks, geese, and swans (Anatidae)",22
US,US51,00,GH09,"Gulls, terns, and allies (Laridae)",3
US,US51,94,CO11,"Gulls, terns, and allies (Laridae)",1
US,US51,94,CU01,"Gulls, terns, and allies (Laridae)",1
US,US51,94,GH09,"Gulls, terns, and allies (Laridae)",1
US,US51,94,PM10,"Gulls, terns, and allies (Laridae)",1
US,US51,94,ST,"Gulls, terns, and allies (Laridae)",1
US,US51,94,US12,"Gulls, terns, and allies (Laridae)",1
US,US51,96,PM07,"Gulls, terns, and allies (Laridae)",1
US,US51,AV,AV,Herons (Ardeidae),1
US,US51,BD,BD,Herons (Ardeidae),2
US,US51,BF,BF,"Gulls, terns, and allies (Laridae)",1
US,US51,BH,BH01,"Gulls, terns, and allies (Laridae)",2
US,US51,CA,CA01,"Ducks, geese, and swans (Anatidae)",10
US,US51,CA,CA03,"Ducks, geese, and swans (Anatidae)",52
US,US51,CA,CA03,Sandpipers and Charadriidae,1
US,US51,CA,CA04,"Ducks, geese, and swans (Anatidae)",22
US,US51,CA,CA05,"Ducks, geese, and swans (Anatidae)",20
US,US51,CA,CA05,"Gulls, terns, and allies (Laridae)",1
US,US51,CA,CA07,"Ducks, geese, and swans (Anatidae)",28
US,US51,CA,CA07,"Gulls, terns, and allies (Laridae)",2
US,US51,CA,CA08,"Ducks, geese, and swans (Anatidae)",343
US,US51,CA,CA09,"Ducks, geese, and swans (Anatidae)",9
US,US51,CA,CA10,"Ducks, geese, and swans (Anatidae)",222
US,US51,CA,CA11,"Ducks, geese, and swans (Anatidae)",26
US,US51,CA,CA13,"Ducks, geese, and swans (Anatidae)",1
US,US51,CA,CA14,"Ducks, geese, and swans (Anatidae)",2
US,US51,CO,CO04,"Gulls, terns, and allies (Laridae)",1
US,US51,CO,CO09,"Gulls, terns, and allies (Laridae)",8
US,US51,CO,CO11,"Gulls, terns, and allies (Laridae)",7
US,US51,CO,CO20,"Gulls, terns, and allies (Laridae)",1
US,US51,CO,CO29,"Gulls, terns, and allies (Laridae)",8
US,US51,CO,CO35,"Gulls, terns, and allies (Laridae)",1
US,US51,CO,GH09,"Gulls, terns, and allies (Laridae)",2
US,US51,CO,PM09,"Gulls, terns, and allies (Laridae)",1
US,US51,CS,CS03,"Gulls, terns, and allies (Laridae)",1
US,US51,CS,CS06,"Gulls, terns, and allies (Laridae)",3
US,US51,CS,CS07,"Gulls, terns, and allies (Laridae)",8
US,US51,CS,CS08,"Gulls, terns, and allies (Laridae)",1
US,US51,CS,GH09,"Gulls, terns, and allies (Laridae)",1
US,US51,CS,NU15,"Gulls, terns, and allies (Laridae)",1
US,US51,CU,CU01,"Gulls, terns, and allies (Laridae)",2
US,US51,CU,CU02,"Gulls, terns, and allies (Laridae)",2
US,US51,CU,CU03,Herons (Ardeidae),1
US,US51,CU,CU04,"Gulls, terns, and allies (Laridae)",1
US,US51,CU,CU11,"Gulls, terns, and allies (Laridae)",5
US,US51,CU,CU13,"Gulls, terns, and allies (Laridae)",1
US,US51,CU,CU14,Herons (Ardeidae),1
